employee_id,home_area,home_lat,home_lon,has_car,environmental_attitude,distance_to_workplace_km,nearest_station,station_mode,dist_to_station_km,connection_quality,walk_to_station_min,wait_min,ride_min,door_to_door_min,commute_band,adoption_score,adoption_tier
EMP0297,Pinneberg,53.67511725008565,9.800425944517261,True,79.0,16.3,Pinneberg,Rail,1.42,Medium,18.9,1.2,40.2,70.3,>60 min,44.0,Medium
EMP0298,Quickborn,53.730886770813626,9.909819164836799,True,17.0,10.3,Quickborn (AKN),Rail,0.58,Good,7.7,3.9,25.5,47.1,46–60 min,35.7,Low
EMP0299,Quickborn,53.73174592527056,9.910303957256122,True,64.0,10.3,Quickborn (AKN),Rail,0.49,Good,6.5,14.8,25.5,56.8,46–60 min,43.5,Medium
EMP0300,Hamburg-Innenstadt,53.54630896829088,9.989616668371733,False,78.0,16.0,Jungfernstieg,Rail,0.76,Good,10.1,3.1,36.7,59.9,46–60 min,60.3,Medium
EMP0301,Quickborn,53.74400801721179,9.895218903402013,False,41.0,11.9,Quickborn (AKN),Rail,1.27,Medium,16.9,3.0,25.5,55.4,46–60 min,48.8,Medium
EMP0302,Norderstedt,53.71248374440297,9.99566374797478,False,52.0,4.4,Norderstedt Mitte,Rail,1.95,Medium,26.0,8.6,6.4,51.0,46–60 min,49.0,Medium
EMP0303,Eppendorf/Winterhude,53.58841159506851,10.004532448832812,False,10.0,11.3,Kellinghusenstraße,Rail,1.28,Medium,17.1,7.5,28.2,62.8,>60 min,34.2,Low
EMP0304,Eppendorf/Winterhude,53.588752262722075,9.995232999099143,True,55.0,11.4,Kellinghusenstraße,Rail,0.68,Good,9.1,8.7,28.2,56.0,46–60 min,42.2,Medium
EMP0305,Henstedt-Ulzburg / Kaltenkirchen,53.8131407722387,9.959039111003438,True,29.0,15.2,Kaltenkirchen (AKN),Rail,2.84,Poor,26.7,5.7,42.8,85.2,>60 min,18.5,Low
EMP0306,Eppendorf/Winterhude,53.59054238499987,9.99808505626723,True,54.0,11.1,Kellinghusenstraße,Rail,0.92,Good,12.3,12.4,28.2,62.9,>60 min,37.2,Low
EMP0307,Alsterdorf/Ohlsdorf,53.6245205365314,10.019949322529158,True,19.0,7.1,Ohlsdorf,Rail,0.87,Good,11.6,2.1,15.5,39.2,31–45 min,38.9,Low
EMP0308,Eimsbüttel,53.55608222709381,9.965403639430264,True,61.0,15.5,Jungfernstieg,Rail,1.87,Medium,24.9,6.4,36.7,78.0,>60 min,33.0,Low
EMP0309,Langenhorn,53.65253294953083,9.97483945063359,True,70.0,6.1,Langenhorn Nord,Rail,1.26,Medium,16.8,10.3,12.0,49.1,46–60 min,47.0,Medium
EMP0310,Norderstedt,53.689675836660385,10.023362929556491,True,34.0,1.6,Norderstedt Mitte,Rail,1.19,Medium,15.9,13.0,6.4,45.3,46–60 min,35.0,Low
EMP0311,Eppendorf/Winterhude,53.56979643987614,10.013791855029815,False,27.0,13.2,Jungfernstieg,Rail,2.33,Poor,26.7,5.5,36.7,78.9,>60 min,30.4,Low
EMP0312,Alsterdorf/Ohlsdorf,53.605363615556314,10.016945566553229,False,7.0,9.2,Kellinghusenstraße,Rail,2.91,Poor,26.7,8.5,28.2,73.4,>60 min,24.7,Low
EMP0313,Langenhorn,53.65164843884154,9.991136635113442,True,45.0,5.3,Langenhorn Nord,Rail,1.41,Medium,18.8,1.0,12.0,41.8,31–45 min,43.6,Medium
EMP0314,Alsterdorf/Ohlsdorf,53.61298895345482,10.02441959996814,True,38.0,8.3,Ohlsdorf,Rail,2.17,Poor,26.7,2.6,15.5,54.8,46–60 min,35.4,Low
EMP0315,Alsterdorf/Ohlsdorf,53.626129658916604,10.023300993164046,False,19.0,6.9,Ohlsdorf,Rail,0.85,Good,11.3,1.0,15.5,37.8,31–45 min,49.7,Medium
EMP0316,Alsterdorf/Ohlsdorf,53.612549393488095,10.018140991771126,False,59.0,8.4,Ohlsdorf,Rail,2.13,Poor,26.7,10.9,15.5,63.1,>60 min,46.4,Medium
EMP0317,Alsterdorf/Ohlsdorf,53.60469186279729,10.01798347047075,False,41.0,9.3,Kellinghusenstraße,Rail,2.9,Poor,26.7,4.3,28.2,69.2,>60 min,37.8,Low
EMP0318,Hamburg-Innenstadt,53.550530454587864,9.998896605733465,True,28.0,15.5,Jungfernstieg,Rail,0.46,Good,6.1,10.9,36.7,63.7,>60 min,32.4,Low
EMP0319,Langenhorn,53.671291736214414,9.97042662325453,False,39.0,5.3,Langenhorn Nord,Rail,1.18,Medium,15.7,1.0,12.0,38.7,31–45 min,53.8,Medium
EMP0320,Pinneberg,53.652840411838845,9.803107231568594,True,71.0,16.5,Pinneberg,Rail,1.18,Medium,15.7,12.9,40.2,78.8,>60 min,36.3,Low
EMP0321,Ahrensburg,53.66509425116079,10.224241860288734,True,62.0,11.9,Ahrensburg,Rail,1.35,Medium,18.0,12.5,30.3,70.8,>60 min,35.1,Low
EMP0322,Eppendorf/Winterhude,53.59858548959274,9.99005400544875,True,47.0,10.5,Kellinghusenstraße,Rail,1.3,Medium,17.3,1.3,28.2,56.8,46–60 min,38.6,Low
EMP0323,Alsterdorf/Ohlsdorf,53.6127846388427,10.025035650678081,True,62.0,8.3,Ohlsdorf,Rail,2.21,Poor,26.7,0.4,15.5,52.6,46–60 min,44.0,Medium
EMP0324,Eppendorf/Winterhude,53.5994748469071,10.00640220162694,True,27.0,10.0,Kellinghusenstraße,Rail,1.95,Medium,26.0,0.8,28.2,65.0,>60 min,26.8,Low
EMP0325,Henstedt-Ulzburg / Kaltenkirchen,53.80986353208205,9.979873982896859,True,51.0,14.4,Kaltenkirchen (AKN),Rail,3.42,Poor,26.7,12.8,42.8,92.3,>60 min,19.8,Low
EMP0326,Hamburg-Innenstadt,53.5581166364809,9.990983256163128,False,53.0,14.7,Jungfernstieg,Rail,0.61,Good,8.1,3.5,36.7,58.3,46–60 min,52.8,Medium
EMP0327,Quickborn,53.7257492188596,9.897677511587233,True,41.0,10.8,Quickborn (AKN),Rail,1.38,Medium,18.4,8.2,25.5,62.1,>60 min,33.6,Low
EMP0328,Eppendorf/Winterhude,53.59287915349212,9.995595628029296,True,59.0,10.9,Kellinghusenstraße,Rail,0.93,Good,12.4,6.4,28.2,57.0,46–60 min,42.4,Medium
EMP0329,Eimsbüttel,53.57649309985637,9.964620312972405,True,34.0,13.4,Kellinghusenstraße,Rail,1.81,Medium,24.1,11.9,28.2,74.2,>60 min,25.7,Low
EMP0330,Langenhorn,53.64864109075896,9.9821898871634,True,60.0,6.0,Langenhorn Nord,Rail,1.61,Medium,21.5,7.3,12.0,50.8,46–60 min,42.8,Medium
EMP0331,Hamburg-Innenstadt,53.53546522052131,10.005036804787567,True,61.0,17.0,Jungfernstieg,Rail,2.08,Poor,26.7,7.5,36.7,80.9,>60 min,32.3,Low
EMP0332,Langenhorn,53.667657490352745,9.977787295749966,True,0.0,5.0,Langenhorn Nord,Rail,0.57,Good,7.6,14.8,12.0,44.4,31–45 min,28.1,Low
EMP0333,Hamburg-Innenstadt,53.54759047617782,9.99722034471803,True,74.0,15.8,Jungfernstieg,Rail,0.64,Good,8.5,2.3,36.7,57.5,46–60 min,50.5,Medium
EMP0334,Henstedt-Ulzburg / Kaltenkirchen,53.79977719718353,9.955113728505653,False,0.0,14.0,Kaltenkirchen (AKN),Rail,4.34,Poor,26.7,12.5,42.8,92.0,>60 min,14.4,Low
EMP0335,Norderstedt,53.69653821063076,10.01560317278044,False,38.0,2.3,Norderstedt Mitte,Rail,0.32,Good,4.3,0.8,6.4,21.5,≤30 min,62.3,Medium
EMP0336,Eimsbüttel,53.589880188573495,9.963631085501856,True,71.0,12.1,Kellinghusenstraße,Rail,1.46,Medium,19.5,7.2,28.2,64.9,>60 min,41.8,Medium
EMP0337,Norderstedt,53.67469262154628,10.003601866617156,False,44.0,3.1,Ochsenzoll,Rail,1.08,Medium,14.4,13.3,8.6,46.3,46–60 min,48.6,Medium
EMP0338,Hamburg-Innenstadt,53.536133613100965,9.991341706378252,False,21.0,17.1,Jungfernstieg,Rail,1.86,Medium,24.8,10.0,36.7,81.5,>60 min,30.0,Low
EMP0339,Norderstedt,53.68827113558105,10.009258242534848,False,28.0,2.5,Norderstedt Mitte,Rail,1.03,Medium,13.7,10.3,6.4,40.4,31–45 min,47.1,Medium
EMP0340,Ahrensburg,53.6888117886672,10.23509844870663,False,71.0,12.4,Ahrensburg,Rail,1.63,Medium,21.7,3.9,30.3,65.9,>60 min,51.4,Medium
EMP0341,Norderstedt,53.70032586982919,10.028813412422677,False,12.0,1.9,Norderstedt Mitte,Rail,1.21,Medium,16.1,6.3,6.4,38.8,31–45 min,42.9,Medium
EMP0342,Pinneberg,53.67027317240461,9.795115539976921,False,73.0,16.7,Pinneberg,Rail,0.86,Good,11.5,5.5,40.2,67.2,>60 min,54.6,Medium
EMP0343,Quickborn,53.72469839080874,9.906761038898226,False,49.0,10.2,Quickborn (AKN),Rail,1.28,Medium,17.1,7.8,25.5,60.4,>60 min,46.6,Medium
EMP0344,Eimsbüttel,53.56740464124729,9.942625490423898,True,26.0,14.9,Kellinghusenstraße,Rail,3.58,Poor,26.7,6.9,28.2,71.8,>60 min,26.0,Low
EMP0345,Quickborn,53.740578137167226,9.900257926480206,True,38.0,11.4,Quickborn (AKN),Rail,0.77,Good,10.3,4.9,25.5,50.7,46–60 min,40.6,Medium
EMP0346,Quickborn,53.73668274330935,9.906569265755437,True,30.0,10.8,Quickborn (AKN),Rail,0.18,Good,2.4,4.6,25.5,42.5,31–45 min,43.0,Medium
EMP0347,Pinneberg,53.66808738818864,9.789241473238233,True,67.0,17.1,Pinneberg,Rail,0.76,Good,10.1,3.8,40.2,64.1,>60 min,45.1,Medium
EMP0348,Langenhorn,53.65892329009072,9.995217075933779,True,65.0,4.6,Langenhorn Nord,Rail,0.99,Good,13.2,5.5,12.0,40.7,31–45 min,49.7,Medium
EMP0349,Eimsbüttel,53.58138143726455,9.961950622246038,True,16.0,13.0,Kellinghusenstraße,Rail,1.67,Medium,22.3,2.2,28.2,62.7,>60 min,27.4,Low
EMP0350,Norderstedt,53.69908119084905,10.023984442493184,False,42.0,2.1,Norderstedt Mitte,Rail,0.87,Good,11.6,13.1,6.4,41.1,31–45 min,50.6,Medium
EMP0351,Eimsbüttel,53.58637767389085,9.964217046340503,False,33.0,12.4,Kellinghusenstraße,Rail,1.39,Medium,18.5,9.0,28.2,65.7,>60 min,40.1,Medium
EMP0352,Norderstedt,53.70557008281944,10.011472278364216,False,76.0,3.2,Norderstedt Mitte,Rail,0.9,Good,12.0,2.0,6.4,30.4,31–45 min,68.6,Medium
EMP0353,Eimsbüttel,53.562401280056086,9.962712035522875,True,23.0,14.9,Jungfernstieg,Rail,2.27,Poor,26.7,10.4,36.7,83.8,>60 min,17.4,Low
EMP0354,Eimsbüttel,53.55612731444659,9.963637962516215,True,82.0,15.5,Jungfernstieg,Rail,1.98,Medium,26.4,12.7,36.7,85.8,>60 min,34.2,Low
EMP0355,Eppendorf/Winterhude,53.60301745397652,10.015187950030498,False,49.0,9.5,Kellinghusenstraße,Rail,2.64,Poor,26.7,3.6,28.2,68.5,>60 min,40.8,Medium
EMP0356,Eppendorf/Winterhude,53.604877250932624,9.974803892732487,False,27.0,10.2,Kellinghusenstraße,Rail,2.08,Poor,26.7,2.3,28.2,67.2,>60 min,35.6,Low
EMP0357,Quickborn,53.72589376980487,9.889184542555613,False,36.0,11.3,Quickborn (AKN),Rail,1.74,Medium,23.2,0.1,25.5,58.8,46–60 min,44.6,Medium
EMP0358,Quickborn,53.71750164593455,9.903768291689438,False,34.0,10.0,Quickborn (AKN),Rail,2.1,Poor,26.7,0.7,25.5,62.9,>60 min,40.3,Medium
EMP0359,Eppendorf/Winterhude,53.59399034821008,9.998145278819376,False,25.0,10.8,Kellinghusenstraße,Rail,1.14,Medium,15.2,11.4,28.2,64.8,>60 min,37.0,Low
EMP0360,Eimsbüttel,53.58790838226351,9.970501044247639,True,52.0,12.1,Kellinghusenstraße,Rail,0.98,Good,13.1,14.8,28.2,66.1,>60 min,35.3,Low
EMP0361,Ahrensburg,53.69217594522434,10.242530871980275,True,25.0,12.9,Ahrensburg,Rail,2.02,Poor,26.7,0.7,30.3,67.7,>60 min,26.8,Low
EMP0362,Norderstedt,53.70266297572101,10.007257540871196,True,6.0,3.2,Norderstedt Mitte,Rail,0.63,Good,8.4,11.2,6.4,36.0,31–45 min,34.0,Low
EMP0363,Norderstedt,53.69378283303414,10.021290436932418,False,42.0,1.9,Norderstedt Mitte,Rail,0.79,Good,10.5,1.1,6.4,28.0,≤30 min,58.9,Medium
EMP0364,Norderstedt,53.68856869378415,10.021401954031528,False,14.0,1.7,Norderstedt Mitte,Rail,1.2,Medium,16.0,8.9,6.4,41.3,31–45 min,41.7,Medium
EMP0365,Hamburg-Innenstadt,53.55121451291671,9.995540578312717,True,35.0,15.4,Jungfernstieg,Rail,0.24,Good,3.2,11.3,36.7,61.2,>60 min,36.0,Low
EMP0366,Alsterdorf/Ohlsdorf,53.61200735296115,10.021626575724868,False,32.0,8.5,Ohlsdorf,Rail,2.23,Poor,26.7,5.4,15.5,57.6,46–60 min,42.0,Medium
EMP0367,Quickborn,53.72594932094271,9.911926452634322,True,33.0,9.9,Quickborn (AKN),Rail,1.14,Medium,15.2,0.2,25.5,50.9,46–60 min,37.7,Low
EMP0368,Hamburg-Innenstadt,53.57158755650863,9.988085169732171,True,90.0,13.4,Kellinghusenstraße,Rail,1.75,Medium,23.3,8.9,28.2,70.4,>60 min,45.0,Medium
EMP0369,Alsterdorf/Ohlsdorf,53.63285168402072,10.018978168390001,True,51.0,6.2,Ohlsdorf,Rail,0.34,Good,4.5,14.9,15.5,44.9,31–45 min,44.1,Medium
EMP0370,Ahrensburg,53.685560486835556,10.238906131225788,True,55.0,12.6,Ahrensburg,Rail,1.27,Medium,16.9,3.9,30.3,61.1,>60 min,39.9,Low
EMP0371,Quickborn,53.726891496021906,9.909213398467545,False,14.0,10.1,Quickborn (AKN),Rail,1.02,Medium,13.6,2.8,25.5,51.9,46–60 min,41.5,Medium
EMP0372,Langenhorn,53.66935019324298,9.996129535721897,True,37.0,3.9,Langenhorn Nord,Rail,1.17,Medium,15.6,1.9,12.0,39.5,31–45 min,41.5,Medium
EMP0373,Alsterdorf/Ohlsdorf,53.62139626409498,9.9874912787146,False,54.0,8.2,Ohlsdorf,Rail,2.1,Poor,26.7,8.3,15.5,60.5,>60 min,46.4,Medium
EMP0374,Langenhorn,53.66522545624204,9.967223158298404,False,30.0,5.8,Langenhorn Nord,Rail,1.0,Good,13.3,8.9,12.0,44.2,31–45 min,47.9,Medium
EMP0375,Norderstedt,53.70999665267043,9.999229295736257,True,68.0,4.1,Norderstedt Mitte,Rail,1.59,Medium,21.2,11.9,6.4,49.5,46–60 min,44.5,Medium
EMP0376,Norderstedt,53.703853711428614,10.007467393524312,True,26.0,3.2,Norderstedt Mitte,Rail,0.75,Good,10.0,11.3,6.4,37.7,31–45 min,38.9,Low
EMP0377,Ahrensburg,53.681600142363045,10.23525391830234,False,44.0,12.4,Ahrensburg,Rail,0.84,Good,11.2,13.4,30.3,64.9,>60 min,43.9,Medium
EMP0378,Eppendorf/Winterhude,53.59936906283372,9.982926743522269,True,38.0,10.6,Kellinghusenstraße,Rail,1.36,Medium,18.1,12.1,28.2,68.4,>60 min,28.4,Low
EMP0379,Alsterdorf/Ohlsdorf,53.618407914080024,10.002148419676892,False,53.0,8.1,Ohlsdorf,Rail,1.67,Medium,22.3,3.7,15.5,51.5,46–60 min,51.9,Medium
EMP0380,Hamburg-Innenstadt,53.533263888702855,9.985091583214764,True,37.0,17.5,Jungfernstieg,Rail,2.24,Poor,26.7,8.3,36.7,81.7,>60 min,25.0,Low
EMP0381,Eimsbüttel,53.579436210774105,9.988174240920758,False,45.0,12.5,Kellinghusenstraße,Rail,0.88,Good,11.7,4.5,28.2,54.4,46–60 min,51.1,Medium
EMP0382,Ahrensburg,53.668638080411505,10.255817419477472,False,45.0,13.9,Ahrensburg,Rail,1.34,Medium,17.9,4.9,30.3,63.1,>60 min,46.6,Medium
EMP0383,Quickborn,53.7233015904236,9.905082505823154,True,35.0,10.2,Quickborn (AKN),Rail,1.45,Medium,19.3,14.0,25.5,68.8,>60 min,26.9,Low
EMP0384,Eppendorf/Winterhude,53.60981816619301,9.994364167096931,True,60.0,9.2,Kellinghusenstraße,Rail,2.59,Poor,26.7,10.2,28.2,75.1,>60 min,29.5,Low
EMP0385,Alsterdorf/Ohlsdorf,53.63228995340886,10.000507960028118,False,55.0,6.8,Ohlsdorf,Rail,0.91,Good,12.1,14.6,15.5,52.2,46–60 min,51.0,Medium
EMP0386,Pinneberg,53.67619220600295,9.777018695867746,True,48.0,17.8,Pinneberg,Rail,1.97,Medium,26.3,6.3,40.2,82.8,>60 min,27.8,Low
EMP0387,Hamburg-Innenstadt,53.55365213416856,9.992531198135914,True,41.0,15.2,Jungfernstieg,Rail,0.1,Good,1.3,8.1,36.7,56.1,46–60 min,41.0,Medium
EMP0388,Pinneberg,53.676106251209525,9.786121480167559,True,66.0,17.2,Pinneberg,Rail,1.64,Medium,21.9,7.3,40.2,79.4,>60 min,34.9,Low
EMP0389,Norderstedt,53.69762053180602,10.01025149468338,True,45.0,2.7,Norderstedt Mitte,Rail,0.06,Good,0.8,1.6,6.4,18.8,≤30 min,55.7,Medium
EMP0390,Henstedt-Ulzburg / Kaltenkirchen,53.81202797276898,9.948997941509566,False,44.0,15.4,Kaltenkirchen (AKN),Rail,3.06,Poor,26.7,3.6,42.8,83.1,>60 min,34.5,Low
EMP0391,Eimsbüttel,53.56766528629538,9.955980255416897,False,52.0,14.5,Kellinghusenstraße,Rail,2.91,Poor,26.7,7.9,28.2,72.8,>60 min,42.9,Medium
EMP0392,Norderstedt,53.70146991304499,10.01258627095303,True,84.0,2.8,Norderstedt Mitte,Rail,0.45,Good,6.0,1.0,6.4,23.4,≤30 min,65.2,Medium
EMP0393,Eimsbüttel,53.57920385928425,9.967262095977839,False,23.0,13.0,Kellinghusenstraße,Rail,1.49,Medium,19.9,14.0,28.2,72.1,>60 min,33.4,Low
EMP0394,Hamburg-Innenstadt,53.538073478831656,9.99787471958742,True,65.0,16.8,Jungfernstieg,Rail,1.67,Medium,22.3,1.9,36.7,70.9,>60 min,39.9,Low
EMP0395,Norderstedt,53.69698802888183,9.99789511015843,True,12.0,3.4,Norderstedt Mitte,Rail,0.87,Good,11.6,3.0,6.4,31.0,31–45 min,39.2,Low
EMP0396,Eppendorf/Winterhude,53.59220270436143,10.006546857301355,False,54.0,10.8,Kellinghusenstraße,Rail,1.51,Medium,20.1,11.5,28.2,69.8,>60 min,42.5,Medium
EMP0397,Henstedt-Ulzburg / Kaltenkirchen,53.827975611666446,9.956997883033981,False,82.0,16.8,Kaltenkirchen (AKN),Rail,1.22,Medium,16.3,1.5,42.8,70.6,>60 min,55.1,Medium
EMP0398,Langenhorn,53.66974213328513,9.987728579146074,True,60.0,4.3,Langenhorn Nord,Rail,0.83,Good,11.1,13.5,12.0,46.6,46–60 min,44.1,Medium
EMP0399,Eppendorf/Winterhude,53.59311445439092,9.997893613233817,True,53.0,10.9,Kellinghusenstraße,Rail,1.06,Medium,14.1,10.9,28.2,63.2,>60 min,36.5,Low
EMP0400,Eppendorf/Winterhude,53.595487873098016,9.98423612500922,False,39.0,10.9,Kellinghusenstraße,Rail,0.92,Good,12.3,1.0,28.2,51.5,46–60 min,49.9,Medium
